City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
226,Sao Joao Da Barra,BR,2021-06-03 19:41:01,-21.6403,-41.0511,87.89,79,0,8.66,clear sky
227,Tromso,NO,2021-06-03 19:41:02,69.6496,18.957,66.85,51,0,4.61,clear sky
228,Cordoba,AR,2021-06-03 19:36:27,-31.4135,-64.1811,81.75,35,0,5.01,clear sky
229,Port Alfred,ZA,2021-06-03 19:41:02,-33.5906,26.891,58.98,60,72,2.8,broken clouds
230,Oranjemund,NA,2021-06-03 19:41:02,-28.55,16.4333,65.82,42,0,8.99,clear sky
231,Qui Nhon,VN,2021-06-03 19:41:03,13.7667,109.2333,82.56,74,9,5.84,clear sky
232,Isangel,VU,2021-06-03 19:41:03,-19.55,169.2667,72.88,76,28,8.95,scattered clouds
233,Byron Bay,AU,2021-06-03 19:41:03,-28.65,153.6167,57.87,75,0,11.1,clear sky
234,Mahebourg,MU,2021-06-03 19:38:51,-20.4081,57.7,74.25,83,75,11.5,light rain
235,Paciran,ID,2021-06-03 19:41:04,-6.8767,112.3761,78.58,85,70,9.26,broken clouds
236,Show Low,US,2021-06-03 19:40:49,34.2542,-110.0298,89.29,15,40,16.11,scattered clouds
237,Nelson,NZ,2021-06-03 19:41:05,-41.2833,173.2833,42.3,92,80,4.0,broken clouds
238,Vanimo,PG,2021-06-03 19:41:05,-2.6741,141.3028,77.29,89,79,3.51,broken clouds
239,Khatanga,RU,2021-06-03 19:41:05,71.9667,102.5,31.84,89,100,5.61,overcast clouds
240,Moose Factory,CA,2021-06-03 19:41:06,51.2585,-80.6094,62.58,88,75,8.05,broken clouds
241,Nouakchott,MR,2021-06-03 19:41:06,18.0858,-15.9785,72.36,68,4,26.17,clear sky
242,Miri,MY,2021-06-03 19:41:07,4.4148,114.0089,80.74,94,20,4.61,few clouds
243,Maragogi,BR,2021-06-03 19:41:07,-9.0122,-35.2225,77.2,82,9,6.55,clear sky
244,Boueni,YT,2021-06-03 19:41:07,-12.9025,45.0761,76.98,72,26,3.4,scattered clouds
245,Namibe,AO,2021-06-03 19:41:08,-15.1961,12.1522,70.83,86,29,7.67,scattered clouds
246,Barranca,PE,2021-06-03 19:41:08,-10.75,-77.7667,68.56,70,69,9.57,broken clouds
247,Canaway,PH,2021-06-03 19:41:09,13.3185,123.7131,77.83,88,96,3.71,overcast clouds
248,Wismar,DE,2021-06-03 19:41:09,53.9,11.4667,65.79,95,100,4.68,light rain
249,Murgab,TM,2021-06-03 19:41:09,37.4966,61.9714,87.67,37,0,10.22,clear sky
250,Port Lincoln,AU,2021-06-03 19:41:09,-34.7333,135.8667,58.03,78,43,11.72,scattered clouds
251,Bud,US,2021-06-03 19:41:10,39.447,-86.1758,77.2,76,100,5.32,overcast clouds
252,Nueva Guinea,NI,2021-06-03 19:41:10,11.6876,-84.4562,87.93,51,76,13.11,broken clouds
253,Tarrega,ES,2021-06-03 19:41:11,41.647,1.1396,69.64,79,2,8.01,clear sky
254,Mae Hong Son,TH,2021-06-03 19:41:11,19.3003,97.9685,77.25,79,99,1.61,overcast clouds
255,Fredericksburg,US,2021-06-03 19:37:21,38.3032,-77.4605,86.11,63,40,5.99,scattered clouds
256,Jasper,US,2021-06-03 19:41:11,37.2001,-94.3502,82.02,45,20,1.01,few clouds
257,Havre,FR,2021-06-03 19:41:12,49.5833,0.3333,57.2,82,90,9.22,overcast clouds
258,North Platte,US,2021-06-03 19:40:10,41.1239,-100.7654,86.02,30,1,3.0,clear sky
259,Nakhon Thai,TH,2021-06-03 19:41:12,17.1006,100.8374,77.79,91,100,1.25,overcast clouds
260,Mareeba,AU,2021-06-03 19:37:41,-17.0,145.4333,60.44,96,50,1.99,scattered clouds
261,Le Port,RE,2021-06-03 19:41:14,-20.9373,55.2919,73.36,83,19,10.85,few clouds
262,Antalaha,MG,2021-06-03 19:41:14,-14.9003,50.2788,70.66,88,98,5.91,overcast clouds
263,Pangnirtung,CA,2021-06-03 19:41:14,66.1451,-65.7125,39.2,60,90,11.5,overcast clouds
264,Miram Shah,PK,2021-06-03 19:41:15,33.0086,70.0697,80.31,53,0,3.53,clear sky
265,Fortuna,US,2021-06-03 19:39:32,40.5982,-124.1573,68.94,67,40,1.99,scattered clouds
266,Houma,US,2021-06-03 19:39:47,29.5958,-90.7195,88.0,82,100,4.41,moderate rain
267,Bajil,YE,2021-06-03 19:41:16,15.0584,43.2851,91.44,46,87,5.1,overcast clouds
268,Diu,IN,2021-06-03 19:41:16,20.7141,70.9822,83.07,79,33,11.9,scattered clouds
269,Rondonopolis,BR,2021-06-03 19:41:17,-16.4708,-54.6356,92.34,25,9,8.97,clear sky
270,Cabo San Lucas,MX,2021-06-03 19:40:07,22.8909,-109.9124,89.01,40,1,3.44,clear sky
271,Sumbe,AO,2021-06-03 19:41:18,-11.2061,13.8437,76.05,89,7,9.64,clear sky
272,Gravdal,NO,2021-06-03 19:41:18,68.1214,13.5031,57.09,72,0,6.91,clear sky
273,Paita,PE,2021-06-03 19:41:19,-5.0892,-81.1144,78.8,61,0,12.66,clear sky
274,Bethel,US,2021-06-03 19:37:22,41.3712,-73.414,72.01,87,90,1.99,overcast clouds
275,Wichita Falls,US,2021-06-03 19:41:19,33.9137,-98.4934,85.24,49,40,7.0,scattered clouds
276,Coihaique,CL,2021-06-03 19:41:19,-45.5752,-72.0662,48.81,81,40,0.0,scattered clouds
277,Angoche,MZ,2021-06-03 19:41:20,-16.2325,39.9086,74.88,79,30,5.73,scattered clouds
278,Bintulu,MY,2021-06-03 19:41:20,3.1667,113.0333,80.6,94,40,2.3,scattered clouds
279,Pacific Grove,US,2021-06-03 19:41:20,36.6177,-121.9166,78.42,85,40,1.99,scattered clouds
280,Beloha,MG,2021-06-03 19:41:21,-25.1667,45.05,68.0,90,100,4.99,overcast clouds
281,Nador,MA,2021-06-03 19:41:21,35.174,-2.9287,69.8,78,0,3.44,clear sky
282,Saint-Augustin,CA,2021-06-03 19:41:22,51.226,-58.6502,60.48,58,97,16.89,overcast clouds
283,Vila Franca Do Campo,PT,2021-06-03 19:41:22,37.7167,-25.4333,64.81,68,64,4.74,broken clouds
284,Sao Jose Da Coroa Grande,BR,2021-06-03 19:41:23,-8.8978,-35.1478,77.83,80,12,6.78,few clouds
285,Mujiayingzi,CN,2021-06-03 19:41:24,42.1167,118.7833,54.9,62,99,12.48,overcast clouds
286,Tabou,CI,2021-06-03 19:41:25,4.423,-7.3528,79.83,83,100,5.95,overcast clouds
287,Salalah,OM,2021-06-03 19:41:26,17.0151,54.0924,82.49,83,40,2.3,scattered clouds
288,Lensk,RU,2021-06-03 19:41:26,60.7253,114.9278,60.66,52,33,3.22,scattered clouds
289,Alyangula,AU,2021-06-03 19:41:26,-13.8483,136.4192,66.2,100,26,7.58,scattered clouds
290,Muros,ES,2021-06-03 19:41:27,42.7762,-9.0603,61.0,71,20,8.05,few clouds
291,Sol-Iletsk,RU,2021-06-03 19:41:22,51.1631,54.9918,62.89,94,99,7.05,light rain
292,San Fernando,PH,2021-06-03 19:41:28,15.0286,120.6898,78.8,94,75,4.61,broken clouds
293,Hauterive,FR,2021-06-03 19:41:28,46.0901,3.4459,70.56,84,94,3.4,overcast clouds
294,Agadez,NE,2021-06-03 19:41:28,19.75,10.25,95.99,7,3,7.43,clear sky
295,Colac,AU,2021-06-03 19:41:29,-38.3333,143.5833,47.62,89,68,8.05,broken clouds
296,Minab,IR,2021-06-03 19:41:29,27.1467,57.0801,87.3,48,12,1.77,few clouds
297,Alofi,NU,2021-06-03 19:41:32,-19.0595,-169.9187,73.29,94,73,4.61,light rain
298,Biak,ID,2021-06-03 19:41:32,-0.9131,122.8766,76.75,84,100,5.59,overcast clouds
299,Guerrero Negro,MX,2021-06-03 19:41:33,27.9769,-114.0611,74.1,51,7,12.1,clear sky
300,Hasaki,JP,2021-06-03 19:41:33,35.7333,140.8333,70.09,83,100,23.24,overcast clouds
301,Husavik,IS,2021-06-03 19:37:11,66.0449,-17.3389,49.91,62,100,2.13,overcast clouds
302,Matamoros,MX,2021-06-03 19:41:34,25.5333,-103.25,87.12,26,3,7.76,clear sky
303,Faya,SA,2021-06-03 19:41:34,18.3851,42.4509,80.6,11,0,10.36,clear sky
304,Shenjiamen,CN,2021-06-03 19:41:35,29.9576,122.298,66.56,92,100,16.28,overcast clouds
305,Khandyga,RU,2021-06-03 19:41:35,62.6667,135.6,55.62,42,56,2.15,broken clouds
306,Yichang,CN,2021-06-03 19:41:36,30.7144,111.2847,59.86,88,53,5.68,broken clouds
307,Laguna,US,2021-06-03 19:41:36,38.421,-121.4238,101.64,42,1,6.58,clear sky
308,Bubaque,GW,2021-06-03 19:37:43,11.2833,-15.8333,78.76,74,99,19.62,overcast clouds
309,Avarua,CK,2021-06-03 19:41:46,-21.2078,-159.775,75.2,88,75,3.44,broken clouds
310,Sehithwa,BW,2021-06-03 19:41:46,-20.4667,22.7167,54.9,48,0,6.11,clear sky
311,Aksu,CN,2021-06-03 19:41:46,41.1231,80.2644,74.03,33,58,3.8,broken clouds
312,Padang,ID,2021-06-03 19:41:47,-0.9492,100.3543,78.64,89,100,3.6,overcast clouds
313,Kunming,CN,2021-06-03 19:41:47,25.0389,102.7183,53.6,62,75,17.9,broken clouds
314,Kalaleh,IR,2021-06-03 19:41:48,37.3807,55.4916,72.28,82,1,4.25,clear sky
315,Santa Isabel Do Rio Negro,BR,2021-06-03 19:40:28,-0.4139,-65.0192,80.06,94,76,2.93,moderate rain
316,Mehamn,NO,2021-06-03 19:41:49,71.0357,27.8492,60.8,41,0,17.27,clear sky
317,Sistranda,NO,2021-06-03 19:41:50,63.7256,8.834,60.76,80,6,5.48,clear sky
318,Kununurra,AU,2021-06-03 19:41:50,-15.7667,128.7333,71.58,56,49,5.75,scattered clouds
319,Dourados,BR,2021-06-03 19:41:50,-22.2211,-54.8056,85.6,32,0,4.63,clear sky
320,Payo,ID,2021-06-03 19:41:51,-3.7508,103.6372,74.08,95,78,2.53,broken clouds
321,Moerai,PF,2021-06-03 19:41:56,-22.4333,-151.3333,77.38,72,0,4.32,clear sky
322,Khasan,RU,2021-06-03 19:41:57,42.4308,130.6434,54.0,97,100,1.59,overcast clouds
323,Vardo,NO,2021-06-03 19:42:07,70.3705,31.1107,62.8,51,0,12.66,clear sky
324,Tuatapere,NZ,2021-06-03 19:42:08,-46.1333,167.6833,50.0,79,100,5.01,overcast clouds
325,Riyadh,SA,2021-06-03 19:37:30,24.6877,46.7219,98.65,12,0,5.75,clear sky
326,Nantucket,US,2021-06-03 19:42:08,41.2835,-70.0995,68.61,88,90,14.97,mist
327,Thinadhoo,MV,2021-06-03 19:42:09,0.5333,72.9333,83.77,68,100,16.53,overcast clouds
328,Ambilobe,MG,2021-06-03 19:42:09,-13.2,49.05,69.85,87,3,2.82,clear sky
329,Seymour,US,2021-06-03 19:42:09,38.9592,-85.8903,74.75,90,97,1.01,moderate rain
330,Conceicao Das Alagoas,BR,2021-06-03 19:42:10,-19.9147,-48.3883,82.4,32,40,5.75,scattered clouds
331,Sungairaya,ID,2021-06-03 19:42:10,0.7,108.9,79.65,89,95,1.72,overcast clouds
332,Prince George,CA,2021-06-03 19:42:10,53.9166,-122.753,68.25,44,40,5.99,scattered clouds
333,San Andres,CO,2021-06-03 19:42:11,12.5847,-81.7006,87.82,66,20,12.66,few clouds
334,Solenzo,BF,2021-06-03 19:42:11,12.1833,-4.0833,91.11,35,80,8.86,light rain
335,Calvinia,ZA,2021-06-03 19:37:48,-31.4707,19.776,51.8,39,5,7.02,clear sky
336,Petropavlovsk-Kamchatskiy,RU,2021-06-03 19:42:12,53.0452,158.6483,51.8,62,24,6.71,few clouds
337,Derzhavinsk,KZ,2021-06-03 19:42:12,51.1,66.3167,71.94,38,90,6.82,overcast clouds
338,Monte Carmelo,BR,2021-06-03 19:42:12,-18.7247,-47.4986,79.92,31,47,5.48,scattered clouds
339,Kaitangata,NZ,2021-06-03 19:41:31,-46.2817,169.8464,46.92,83,100,4.38,moderate rain
340,Maun,BW,2021-06-03 19:42:13,-19.9833,23.4167,60.76,41,0,3.44,clear sky
341,Pingliang,CN,2021-06-03 19:42:13,35.5392,106.6861,54.27,29,3,4.85,clear sky
342,Kattivakkam,IN,2021-06-03 19:42:14,13.2167,80.3167,84.99,84,20,4.61,few clouds
343,Karratha,AU,2021-06-03 19:42:14,-20.7377,116.8463,66.85,50,100,17.9,overcast clouds
344,Bandarbeyla,SO,2021-06-03 19:42:14,9.4942,50.8122,79.92,83,100,17.36,overcast clouds
345,Kapit,MY,2021-06-03 19:42:15,2.0167,112.9333,75.87,99,100,0.54,overcast clouds
346,Port Hedland,AU,2021-06-03 19:42:15,-20.3167,118.5667,64.45,63,90,13.8,overcast clouds
347,Havelock,US,2021-06-03 19:42:15,34.8791,-76.9013,79.0,78,75,18.41,broken clouds
348,Northam,GB,2021-06-03 19:42:15,51.0333,-4.2167,57.38,79,8,7.02,clear sky
349,Baijiantan,CN,2021-06-03 19:42:16,45.6333,85.1833,87.89,20,100,10.16,overcast clouds
350,Kardla,EE,2021-06-03 19:42:16,58.9978,22.7492,54.1,72,17,6.93,few clouds
351,Sikonge,TZ,2021-06-03 19:42:16,-5.6333,32.7667,69.89,58,100,4.52,overcast clouds
352,Cayenne,GF,2021-06-03 19:42:17,4.9333,-52.3333,83.08,82,75,4.0,broken clouds
353,Antofagasta,CL,2021-06-03 19:42:17,-23.65,-70.4,63.68,71,25,4.94,scattered clouds
354,Odweyne,SO,2021-06-03 19:42:18,9.4092,45.064,77.23,47,85,15.17,overcast clouds
355,Klyuchi,RU,2021-06-03 19:42:18,52.2667,79.1667,61.47,64,100,6.85,overcast clouds
356,Tutoia,BR,2021-06-03 19:42:18,-2.7619,-42.2744,85.98,75,73,8.55,broken clouds
357,Pecos,US,2021-06-03 19:42:18,31.4229,-103.4932,83.05,41,1,6.91,clear sky
358,Ayorou,NE,2021-06-03 19:42:19,14.7308,0.9174,96.58,20,40,12.1,scattered clouds
359,Machico,PT,2021-06-03 19:42:19,32.7,-16.7667,67.28,76,75,11.5,broken clouds
360,Hambantota,LK,2021-06-03 19:42:20,6.1241,81.1185,79.52,86,98,16.24,overcast clouds
361,Paamiut,GL,2021-06-03 19:42:20,61.994,-49.6678,36.54,67,41,8.21,scattered clouds
362,Itupiranga,BR,2021-06-03 19:42:20,-5.1347,-49.3267,80.92,60,40,3.78,scattered clouds
363,Sesheke,ZM,2021-06-03 19:42:21,-17.4759,24.2968,54.19,25,0,4.72,clear sky
364,Athens,GR,2021-06-03 19:39:35,37.9795,23.7162,72.18,62,20,1.01,few clouds
365,Kandrian,PG,2021-06-03 19:42:21,-6.2167,149.55,77.29,89,82,2.39,broken clouds
366,Clarence Town,AU,2021-06-03 19:42:22,-32.5833,151.7833,57.99,88,90,10.36,overcast clouds
367,Tombouctou,ML,2021-06-03 19:42:22,20.0,-3.0,101.53,9,95,8.99,overcast clouds
368,Araouane,ML,2021-06-03 19:42:22,18.9048,-3.5265,100.56,14,85,5.35,overcast clouds
369,Burgas,BG,2021-06-03 19:42:22,42.5061,27.4678,64.51,63,20,11.5,few clouds
370,Nishihara,JP,2021-06-03 19:42:23,26.1842,127.7558,82.45,94,75,13.94,broken clouds
371,Nizhniy Tsasuchey,RU,2021-06-03 19:42:23,50.5167,115.1333,48.81,72,25,8.72,scattered clouds
372,Ponta Do Sol,PT,2021-06-03 19:42:10,32.6667,-17.1,65.12,49,64,6.31,broken clouds
373,Okhotsk,RU,2021-06-03 19:42:23,59.3833,143.3,39.61,88,1,3.36,clear sky
374,Uglich,RU,2021-06-03 19:42:24,57.5275,38.3317,52.03,76,63,7.47,broken clouds
375,Poum,NC,2021-06-03 19:42:24,-20.2333,164.0167,74.03,67,100,14.54,overcast clouds
376,Srednekolymsk,RU,2021-06-03 19:42:25,67.45,153.6833,62.1,41,40,12.82,scattered clouds
377,Nemuro,JP,2021-06-03 19:39:54,43.3236,145.575,50.59,97,100,16.69,light rain
378,Sumter,US,2021-06-03 19:42:25,28.7086,-82.0831,91.99,59,100,8.99,overcast clouds
379,Trelew,AR,2021-06-03 19:42:25,-43.249,-65.3051,47.1,91,100,2.15,overcast clouds
380,Igurubi,TZ,2021-06-03 19:42:26,-4.0,33.7,73.42,51,100,6.29,overcast clouds
381,Mukhen,RU,2021-06-03 19:42:26,48.1,136.1,52.27,95,100,8.01,moderate rain
382,Lima,PE,2021-06-03 19:38:45,-12.0432,-77.0282,68.9,73,75,6.91,broken clouds
383,Lakes Entrance,AU,2021-06-03 19:42:26,-37.8811,147.981,49.17,85,96,10.22,light rain
384,Bermeo,ES,2021-06-03 19:42:27,43.4209,-2.7215,61.11,90,100,10.8,overcast clouds
385,Oksfjord,NO,2021-06-03 19:42:27,70.2396,22.3479,59.07,57,15,4.65,few clouds
386,Narsaq,GL,2021-06-03 19:42:27,60.9167,-46.05,52.02,69,95,6.44,overcast clouds
387,Hommelvik,NO,2021-06-03 19:42:28,63.4108,10.7942,76.96,27,0,6.91,clear sky
388,Kasane,BW,2021-06-03 19:42:28,-17.8167,25.15,54.23,23,0,5.93,clear sky
389,Talara,PE,2021-06-03 19:42:28,-4.5772,-81.2719,79.56,61,0,12.66,clear sky
390,Katol,IN,2021-06-03 19:42:29,21.2667,78.5833,82.96,62,81,9.48,broken clouds
391,Kiunga,PG,2021-06-03 19:42:29,-6.1219,141.2906,73.44,100,100,1.48,overcast clouds
392,Malanje,AO,2021-06-03 19:42:29,-9.5402,16.341,64.51,50,31,2.01,scattered clouds
393,Uyemskiy,RU,2021-06-03 19:42:30,64.4743,40.8524,53.65,94,0,3.06,clear sky
394,Samarai,PG,2021-06-03 19:42:30,-10.6167,150.6667,78.48,89,90,9.57,overcast clouds
395,Skagen,DK,2021-06-03 19:42:30,57.7209,10.5839,61.27,82,100,8.05,overcast clouds
396,Saint Anthony,US,2021-06-03 19:42:31,45.0205,-93.218,89.62,29,1,8.61,clear sky
397,Forestville,US,2021-06-03 19:42:26,38.8451,-76.875,86.04,67,75,8.05,broken clouds
398,Jawar,IN,2021-06-03 19:42:31,23.0,76.5,88.72,38,90,4.7,overcast clouds
399,Pyapon,MM,2021-06-03 19:42:31,16.2833,95.6833,83.37,75,99,7.18,overcast clouds
400,Kasempa,ZM,2021-06-03 19:42:32,-13.4584,25.8338,63.82,46,74,4.07,broken clouds
401,Clinton,US,2021-06-03 19:42:32,42.587,-82.9199,81.55,68,40,1.01,scattered clouds
402,Vagay,RU,2021-06-03 19:42:32,57.9375,69.0217,39.94,83,76,5.99,broken clouds
403,Haimen,CN,2021-06-03 19:42:33,23.1935,116.6142,78.69,91,100,5.86,overcast clouds
404,Luderitz,NA,2021-06-03 19:40:18,-26.6481,15.1594,70.74,28,0,18.41,clear sky
405,Salamiyah,SY,2021-06-03 19:42:33,35.0113,37.0532,63.88,64,0,7.49,clear sky
406,Creel,MX,2021-06-03 19:42:33,27.75,-107.6333,68.58,27,100,2.39,overcast clouds
407,Santa Marta,CO,2021-06-03 19:40:29,11.2408,-74.199,83.3,76,100,10.2,overcast clouds
408,Norsup,VU,2021-06-03 19:42:34,-16.0667,167.3833,74.43,79,38,6.26,scattered clouds
409,Adrar,MR,2021-06-03 19:42:34,20.5022,-10.0711,98.08,16,99,20.8,overcast clouds
410,Atasu,KZ,2021-06-03 19:42:34,48.6814,71.6433,61.48,78,67,10.36,broken clouds
411,Chapais,CA,2021-06-03 19:42:35,49.7834,-74.8492,74.98,58,76,15.55,broken clouds
412,Novoagansk,RU,2021-06-03 19:42:35,61.9449,76.6625,36.86,75,99,6.42,overcast clouds
413,Orchard Homes,US,2021-06-03 19:42:35,46.8633,-114.0484,88.29,35,1,3.44,clear sky
414,Camacha,PT,2021-06-03 19:42:36,33.0833,-16.3333,63.82,48,20,13.8,few clouds
415,Norman Wells,CA,2021-06-03 19:40:07,65.282,-126.8329,51.84,82,90,9.22,overcast clouds
416,Sabang,ID,2021-06-03 19:42:36,5.8933,95.3214,82.49,77,86,9.48,heavy intensity rain
417,Qaqortoq,GL,2021-06-03 19:42:36,60.7167,-46.0333,52.3,77,97,8.97,overcast clouds
418,Koslan,RU,2021-06-03 19:42:37,63.4564,48.8989,52.23,73,6,5.01,clear sky
419,Fasa,IR,2021-06-03 19:42:37,28.9383,53.6482,83.44,13,0,9.22,clear sky
420,Balotra,IN,2021-06-03 19:42:37,25.8333,72.2333,89.98,39,7,6.46,clear sky
421,Deputatskiy,RU,2021-06-03 19:42:38,69.3,139.9,58.82,42,100,4.03,overcast clouds
422,Ystad,SE,2021-06-03 19:42:38,55.4297,13.8204,59.74,76,100,12.75,overcast clouds
423,Staritsa,RU,2021-06-03 19:42:38,56.5075,34.9354,54.48,74,87,5.5,overcast clouds
424,Seminole,US,2021-06-03 19:40:38,28.7086,-81.2081,89.4,68,75,1.99,broken clouds
425,Iquitos,PE,2021-06-03 19:39:14,-3.7481,-73.2472,82.44,78,75,3.44,broken clouds
426,Warwick,US,2021-06-03 19:42:39,41.7001,-71.4162,72.01,90,90,8.05,overcast clouds
427,Port Hardy,CA,2021-06-03 19:42:39,50.6996,-127.4199,55.58,82,40,9.22,scattered clouds
428,Nara,JP,2021-06-03 19:42:39,34.6851,135.8049,69.91,90,100,3.87,moderate rain
429,Rio Gallegos,AR,2021-06-03 19:41:44,-51.6226,-69.2181,37.4,87,90,6.91,moderate rain
430,Ifakara,TZ,2021-06-03 19:42:40,-8.1333,36.6833,73.56,72,95,1.79,overcast clouds
431,Dustlik,UZ,2021-06-03 19:42:40,40.5247,68.0358,79.32,23,0,0.87,clear sky
432,San Jose Del Guaviare,CO,2021-06-03 19:42:40,2.5729,-72.6459,81.16,88,60,0.22,heavy intensity rain
433,Coquimbo,CL,2021-06-03 19:38:41,-29.9533,-71.3436,60.53,82,75,3.87,broken clouds
434,Omboue,GA,2021-06-03 19:42:41,-1.5746,9.2618,76.71,91,8,4.52,clear sky
435,Lamu,KE,2021-06-03 19:42:41,-2.2717,40.902,79.02,83,41,14.54,scattered clouds
436,Hazaribag,IN,2021-06-03 19:42:42,23.9833,85.35,83.08,44,4,3.2,clear sky
437,Plast,RU,2021-06-03 19:42:42,54.3691,60.8136,50.94,92,100,6.69,overcast clouds
438,Villarrica,PY,2021-06-03 19:40:47,-25.75,-56.4333,82.85,46,49,2.8,scattered clouds
439,Constitucion,CL,2021-06-03 19:42:42,-35.3333,-72.4167,61.95,80,100,10.29,overcast clouds
440,Nyurba,RU,2021-06-03 19:42:43,63.2842,118.3319,59.68,55,17,5.84,few clouds
441,San Rafael,AR,2021-06-03 19:41:24,-34.6177,-68.3301,73.49,27,95,7.16,overcast clouds
442,Lethem,GY,2021-06-03 19:42:43,3.3803,-59.7968,77.83,86,100,3.71,moderate rain
443,Adolfo Lopez Mateos,MX,2021-06-03 19:42:43,28.4667,-107.3,69.93,22,100,22.97,overcast clouds
444,Dibulla,CO,2021-06-03 19:42:44,11.2725,-73.3091,85.05,72,100,4.56,overcast clouds
445,Taoudenni,ML,2021-06-03 19:42:44,22.6783,-3.9836,105.69,8,43,7.16,scattered clouds
446,Dolores,AR,2021-06-03 19:42:45,-36.3132,-57.6792,57.31,66,98,12.93,overcast clouds
447,Selikhino,RU,2021-06-03 19:42:45,50.3672,137.4996,54.28,96,100,5.75,overcast clouds
448,Asmar,AF,2021-06-03 19:42:45,35.0333,71.3581,74.66,58,0,4.5,clear sky
449,Ahipara,NZ,2021-06-03 19:42:46,-35.1667,173.1667,52.84,77,32,3.36,scattered clouds
450,East London,ZA,2021-06-03 19:42:46,-33.0153,27.9116,58.98,66,79,5.3,broken clouds
